time,kernel,dtype,impl,N,stride,misalign,time_ms,gflops,cpe
9/29/2025 23:02,mul,f32,simd,20000000,1,0,12.617304,1.585125,1.64025
9/29/2025 23:02,mul,f32,simd,20000000,2,0,28.734609,0.696025,3.735499
9/29/2025 23:02,mul,f32,simd,20000000,4,0,51.477816,0.388517,6.692116
9/29/2025 23:02,mul,f32,simd,20000000,8,0,103.7003,0.192863,13.481039
