Filter,N,FPR_Target,Workload,NegShare,LoadFactor,Threads,FPBits,Insert_s,Query_s,FalsePosRate,BPE
cuckoo,1000000,0.01,balanced,0,1,8,16,0.0312728,0.0450986,0,16
cuckoo,1000000,0.01,balanced,0.5,1,1,8,0.0307196,0.0445262,0.009402,16
cuckoo,1000000,0.01,balanced,0.5,1,1,12,0.0312554,0.0448599,0.009404,16
cuckoo,1000000,0.01,balanced,0.5,1,1,16,0.0307127,0.0462781,0.009364,16
cuckoo,1000000,0.01,balanced,0.5,1,2,8,0.0311758,0.0448052,0.009396,16
cuckoo,1000000,0.01,balanced,0.5,1,2,12,0.0313634,0.0445859,0.009408,16
cuckoo,1000000,0.01,balanced,0.5,1,2,16,0.0316194,0.0444637,0.009398,16
cuckoo,1000000,0.01,balanced,0.5,1,4,8,0.0319123,0.0447541,0.0094,16
cuckoo,1000000,0.01,balanced,0.5,1,4,12,0.0328561,0.0463827,0.009394,16
cuckoo,1000000,0.01,balanced,0.5,1,4,16,0.0314296,0.0444121,0.009394,16
cuckoo,1000000,0.01,balanced,0.5,1,8,8,0.0321299,0.0450545,0.009408,16
cuckoo,1000000,0.01,balanced,0.5,1,8,12,0.0308754,0.0457404,0.009388,16
cuckoo,1000000,0.01,balanced,0.5,1,8,16,0.031215,0.0451971,0.009382,16
cuckoo,1000000,0.01,balanced,0.9,1,1,8,0.030775,0.0416271,0.016984,16
cuckoo,1000000,0.01,balanced,0.9,1,1,12,0.0309857,0.0416774,0.017008,16
cuckoo,1000000,0.01,balanced,0.9,1,1,16,0.0310815,0.0421406,0.017014,16
cuckoo,1000000,0.01,balanced,0.9,1,2,8,0.0312579,0.0417134,0.016986,16
cuckoo,1000000,0.01,balanced,0.9,1,2,12,0.0318436,0.0439456,0.017008,16
cuckoo,1000000,0.01,balanced,0.9,1,2,16,0.0317527,0.0423009,0.016992,16
cuckoo,1000000,0.01,balanced,0.9,1,4,8,0.0350979,0.0435271,0.016992,16
cuckoo,1000000,0.01,balanced,0.9,1,4,12,0.0315643,0.0494623,0.016982,16
cuckoo,1000000,0.01,balanced,0.9,1,4,16,0.0328886,0.044128,0.016978,16
cuckoo,1000000,0.01,balanced,0.9,1,8,8,0.0321598,0.0425904,0.017,16
cuckoo,1000000,0.01,balanced,0.9,1,8,12,0.031893,0.0419403,0.016998,16
cuckoo,1000000,0.01,balanced,0.9,1,8,16,0.0331891,0.0435153,0.017004,16
bloom,1000000,0.001,read-only,0,1,1,8,0.0672256,0.0671853,0,14.3508
bloom,1000000,0.001,read-only,0,1,1,12,0.0672377,0.0659536,0,14.3508
bloom,1000000,0.001,read-only,0,1,1,16,0.0675213,0.0655961,0,14.3508
bloom,1000000,0.001,read-only,0,1,2,8,0.0670525,0.0670198,0,14.3508
bloom,1000000,0.001,read-only,0,1,2,12,0.0665916,0.0664504,0,14.3508
bloom,1000000,0.001,read-only,0,1,2,16,0.0665954,0.0716297,0,14.3508
bloom,1000000,0.001,read-only,0,1,4,8,0.068979,0.0669614,0,14.3508
bloom,1000000,0.001,read-only,0,1,4,12,0.0661642,0.0704563,0,14.3508
bloom,1000000,0.001,read-only,0,1,4,16,0.0662932,0.0677288,0,14.3508
bloom,1000000,0.001,read-only,0,1,8,8,0.0683661,0.065853,0,14.3508
bloom,1000000,0.001,read-only,0,1,8,12,0.0661797,0.0655326,0,14.3508
bloom,1000000,0.001,read-only,0,1,8,16,0.0673726,0.0673627,0,14.3508
bloom,1000000,0.001,read-only,0.5,1,1,8,0.0668547,0.0522545,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,1,12,0.0695164,0.0523647,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,1,16,0.0667249,0.0523477,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,2,8,0.0669619,0.0544967,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,2,12,0.0736535,0.0639076,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,2,16,0.0728908,0.055595,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,4,8,0.0687988,0.0526902,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,4,12,0.0700683,0.0528166,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,4,16,0.0677559,0.0611971,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,8,8,0.0720323,0.0525672,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,8,12,0.0674699,0.0533212,0.000545,14.3508
bloom,1000000,0.001,read-only,0.5,1,8,16,0.0664278,0.0532293,0.000545,14.3508
bloom,1000000,0.001,read-only,0.9,1,1,8,0.0686261,0.0387195,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,1,12,0.0699178,0.0386908,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,1,16,0.0666057,0.038369,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,2,8,0.0671626,0.0388192,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,2,12,0.0680176,0.0400484,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,2,16,0.0692566,0.0392395,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,4,8,0.0731689,0.0390561,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,4,12,0.0688871,0.0396758,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,4,16,0.0666105,0.0386385,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,8,8,0.0678186,0.038833,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,8,12,0.0693495,0.0384556,0.000924,14.3508
bloom,1000000,0.001,read-only,0.9,1,8,16,0.0662215,0.0383774,0.000924,14.3508
cuckoo,1000000,0.001,read-only,0,1,1,8,0.0321516,0.0299978,0,16
cuckoo,1000000,0.001,read-only,0,1,1,12,0.0318956,0.0301172,0,16
cuckoo,1000000,0.001,read-only,0,1,1,16,0.0308865,0.0309576,0,16
cuckoo,1000000,0.001,read-only,0,1,2,8,0.031224,0.030246,0,16
cuckoo,1000000,0.001,read-only,0,1,2,12,0.0311676,0.0308008,0,16
cuckoo,1000000,0.001,read-only,0,1,2,16,0.0321603,0.0309371,0,16
cuckoo,1000000,0.001,read-only,0,1,4,8,0.0319442,0.0322997,0,16
cuckoo,1000000,0.001,read-only,0,1,4,12,0.0322926,0.0310517,0,16
cuckoo,1000000,0.001,read-only,0,1,4,16,0.0310599,0.0311876,0,16
cuckoo,1000000,0.001,read-only,0,1,8,8,0.0315925,0.0303988,0,16
cuckoo,1000000,0.001,read-only,0,1,8,12,0.0308169,0.0305164,0,16
cuckoo,1000000,0.001,read-only,0,1,8,16,0.032662,0.0305017,0,16
cuckoo,1000000,0.001,read-only,0.5,1,1,8,0.0309798,0.0287918,0.009681,16
cuckoo,1000000,0.001,read-only,0.5,1,1,12,0.0310917,0.02942,0.009675,16
cuckoo,1000000,0.001,read-only,0.5,1,1,16,0.0311744,0.0281518,0.00968,16
cuckoo,1000000,0.001,read-only,0.5,1,2,8,0.0312352,0.0284027,0.009676,16
cuckoo,1000000,0.001,read-only,0.5,1,2,12,0.0313317,0.0281102,0.009678,16
cuckoo,1000000,0.001,read-only,0.5,1,2,16,0.0320412,0.0284047,0.009679,16
cuckoo,1000000,0.001,read-only,0.5,1,4,8,0.0321786,0.0293383,0.009674,16
cuckoo,1000000,0.001,read-only,0.5,1,4,12,0.0319774,0.0284673,0.00968,16
cuckoo,1000000,0.001,read-only,0.5,1,4,16,0.0310141,0.0283645,0.009679,16
cuckoo,1000000,0.001,read-only,0.5,1,8,8,0.031283,0.028054,0.009677,16
cuckoo,1000000,0.001,read-only,0.5,1,8,12,0.0314958,0.0312394,0.00968,16
cuckoo,1000000,0.001,read-only,0.5,1,8,16,0.0315552,0.0300608,0.009676,16
cuckoo,1000000,0.001,read-only,0.9,1,1,8,0.0309481,0.0262125,0.017363,16
cuckoo,1000000,0.001,read-only,0.9,1,1,12,0.0320787,0.0249614,0.017365,16
cuckoo,1000000,0.001,read-only,0.9,1,1,16,0.0314361,0.0258368,0.017362,16
cuckoo,1000000,0.001,read-only,0.9,1,2,8,0.0311313,0.0255215,0.017361,16
cuckoo,1000000,0.001,read-only,0.9,1,2,12,0.0321688,0.0254144,0.017368,16
cuckoo,1000000,0.001,read-only,0.9,1,2,16,0.0321898,0.0256858,0.017361,16
cuckoo,1000000,0.001,read-only,0.9,1,4,8,0.0330776,0.0257949,0.017364,16
cuckoo,1000000,0.001,read-only,0.9,1,4,12,0.0316309,0.0259936,0.017363,16
cuckoo,1000000,0.001,read-only,0.9,1,4,16,0.0313672,0.0255082,0.017366,16
cuckoo,1000000,0.001,read-only,0.9,1,8,8,0.0317979,0.0251287,0.01736,16
cuckoo,1000000,0.001,read-only,0.9,1,8,12,0.031163,0.024929,0.017368,16
cuckoo,1000000,0.001,read-only,0.9,1,8,16,0.0314293,0.0252241,0.017364,16
cuckoo,1000000,0.001,read-mostly,0,1,1,8,0.0306501,0.0322445,0,16
cuckoo,1000000,0.001,read-mostly,0,1,1,12,0.0307415,0.0316462,0,16
cuckoo,1000000,0.001,read-mostly,0,1,1,16,0.0317418,0.0329942,0,16
cuckoo,1000000,0.001,read-mostly,0,1,2,8,0.0333548,0.0326962,0,16
cuckoo,1000000,0.001,read-mostly,0,1,2,12,0.0319894,0.0357799,0,16
cuckoo,1000000,0.001,read-mostly,0,1,2,16,0.03123,0.0328631,0,16
cuckoo,1000000,0.001,read-mostly,0,1,4,8,0.0316043,0.0320444,0,16
cuckoo,1000000,0.001,read-mostly,0,1,4,12,0.0312779,0.0321146,0,16
cuckoo,1000000,0.001,read-mostly,0,1,4,16,0.031178,0.0338601,0,16
cuckoo,1000000,0.001,read-mostly,0,1,8,8,0.0307854,0.0317193,0,16
cuckoo,1000000,0.001,read-mostly,0,1,8,12,0.0319912,0.0318413,0,16
cuckoo,1000000,0.001,read-mostly,0,1,8,16,0.0311967,0.0320437,0,16
cuckoo,1000000,0.001,read-mostly,0.5,1,1,8,0.0309031,0.0312097,0.00961263,16
cuckoo,1000000,0.001,read-mostly,0.5,1,1,12,0.0310532,0.0297759,0.00961579,16
cuckoo,1000000,0.001,read-mostly,0.5,1,1,16,0.0313637,0.0298231,0.00961474,16
cuckoo,1000000,0.001,read-mostly,0.5,1,2,8,0.0317183,0.030146,0.00961579,16
cuckoo,1000000,0.001,read-mostly,0.5,1,2,12,0.0311395,0.0314549,0.00961158,16
cuckoo,1000000,0.001,read-mostly,0.5,1,2,16,0.0318,0.0298442,0.00961263,16
cuckoo,1000000,0.001,read-mostly,0.5,1,4,8,0.031275,0.0301519,0.00961474,16
cuckoo,1000000,0.001,read-mostly,0.5,1,4,12,0.0331163,0.0304702,0.00961158,16
cuckoo,1000000,0.001,read-mostly,0.5,1,4,16,0.0310263,0.0328335,0.00961263,16
cuckoo,1000000,0.001,read-mostly,0.5,1,8,8,0.0334597,0.0310825,0.00961684,16
cuckoo,1000000,0.001,read-mostly,0.5,1,8,12,0.0311988,0.0302318,0.00961474,16
cuckoo,1000000,0.001,read-mostly,0.5,1,8,16,0.0310398,0.0303017,0.00961263,16
cuckoo,1000000,0.001,read-mostly,0.9,1,1,8,0.031828,0.0282513,0.0172968,16
cuckoo,1000000,0.001,read-mostly,0.9,1,1,12,0.0323307,0.0270867,0.0172989,16
cuckoo,1000000,0.001,read-mostly,0.9,1,1,16,0.0309209,0.0271738,0.0172926,16
cuckoo,1000000,0.001,read-mostly,0.9,1,2,8,0.0309472,0.0269395,0.0172968,16
cuckoo,1000000,0.001,read-mostly,0.9,1,2,12,0.0366733,0.0279919,0.0172968,16
cuckoo,1000000,0.001,read-mostly,0.9,1,2,16,0.0319907,0.0273299,0.0172853,16
cuckoo,1000000,0.001,read-mostly,0.9,1,4,8,0.0316455,0.028401,0.0172926,16
cuckoo,1000000,0.001,read-mostly,0.9,1,4,12,0.0311372,0.0267857,0.0172895,16
cuckoo,1000000,0.001,read-mostly,0.9,1,4,16,0.031769,0.0270971,0.0172958,16
cuckoo,1000000,0.001,read-mostly,0.9,1,8,8,0.0312408,0.027158,0.0172937,16
cuckoo,1000000,0.001,read-mostly,0.9,1,8,12,0.031462,0.0267154,0.0172853,16
cuckoo,1000000,0.001,read-mostly,0.9,1,8,16,0.030869,0.0273496,0.0172895,16
cuckoo,1000000,0.001,balanced,0,1,1,8,0.0320043,0.0456285,0,16
cuckoo,1000000,0.001,balanced,0,1,1,12,0.0336994,0.0467238,0,16
cuckoo,1000000,0.001,balanced,0,1,1,16,0.0329494,0.0453592,0,16
cuckoo,1000000,0.001,balanced,0,1,2,8,0.031033,0.045249,0,16
cuckoo,1000000,0.001,balanced,0,1,2,12,0.0321868,0.0470485,0,16
cuckoo,1000000,0.001,balanced,0,1,2,16,0.0316966,0.0451628,0,16
cuckoo,1000000,0.001,balanced,0,1,4,8,0.0315567,0.046042,0,16
cuckoo,1000000,0.001,balanced,0,1,4,12,0.030941,0.045673,0,16
cuckoo,1000000,0.001,balanced,0,1,4,16,0.0315642,0.0459731,0,16
cuckoo,1000000,0.001,balanced,0,1,8,8,0.033377,0.0466643,0,16
cuckoo,1000000,0.001,balanced,0,1,8,12,0.033009,0.0486013,0,16
cuckoo,1000000,0.001,balanced,0,1,8,16,0.0317225,0.0475172,0,16
cuckoo,1000000,0.001,balanced,0.5,1,1,8,0.0343043,0.0460201,0.00939,16
cuckoo,1000000,0.001,balanced,0.5,1,1,12,0.0309581,0.0448519,0.00939,16
cuckoo,1000000,0.001,balanced,0.5,1,1,16,0.0342917,0.0447576,0.009402,16
cuckoo,1000000,0.001,balanced,0.5,1,2,8,0.0311152,0.0454325,0.009384,16
cuckoo,1000000,0.001,balanced,0.5,1,2,12,0.0313381,0.0440407,0.009414,16
cuckoo,1000000,0.001,balanced,0.5,1,2,16,0.0318182,0.0445981,0.00938,16
cuckoo,1000000,0.001,balanced,0.5,1,4,8,0.0309765,0.0440049,0.009412,16
cuckoo,1000000,0.001,balanced,0.5,1,4,12,0.0311902,0.0439332,0.009382,16
cuckoo,1000000,0.001,balanced,0.5,1,4,16,0.0308375,0.044051,0.0094,16
cuckoo,1000000,0.001,balanced,0.5,1,8,8,0.0311212,0.0456172,0.009394,16
cuckoo,1000000,0.001,balanced,0.5,1,8,12,0.0331175,0.0471674,0.009394,16
cuckoo,1000000,0.001,balanced,0.5,1,8,16,0.0314419,0.0447947,0.009392,16
cuckoo,1000000,0.001,balanced,0.9,1,1,8,0.0316363,0.0427969,0.017022,16
cuckoo,1000000,0.001,balanced,0.9,1,1,12,0.030749,0.043287,0.01698,16
cuckoo,1000000,0.001,balanced,0.9,1,1,16,0.0313798,0.0428509,0.016972,16
cuckoo,1000000,0.001,balanced,0.9,1,2,8,0.0319344,0.0447104,0.017022,16
cuckoo,1000000,0.001,balanced,0.9,1,2,12,0.0311446,0.0424438,0.016994,16
cuckoo,1000000,0.001,balanced,0.9,1,2,16,0.0323473,0.0436755,0.017004,16
cuckoo,1000000,0.001,balanced,0.9,1,4,8,0.033341,0.0472511,0.016996,16
cuckoo,1000000,0.001,balanced,0.9,1,4,12,0.0321324,0.0431893,0.017014,16
cuckoo,1000000,0.001,balanced,0.9,1,4,16,0.0318187,0.0424225,0.016978,16
cuckoo,1000000,0.001,balanced,0.9,1,8,8,0.0319834,0.0431492,0.016988,16
cuckoo,1000000,0.001,balanced,0.9,1,8,12,0.0314069,0.0426674,0.016994,16
cuckoo,1000000,0.001,balanced,0.9,1,8,16,0.0312433,0.0434185,0.016998,16
bloom,5000000,0.05,read-only,0,1,1,8,0.143069,0.149677,0,6.22358
bloom,5000000,0.05,read-only,0,1,1,12,0.142569,0.146948,0,6.22358
bloom,5000000,0.05,read-only,0,1,1,16,0.141139,0.145255,0,6.22358
bloom,5000000,0.05,read-only,0,1,2,8,0.144009,0.150466,0,6.22358
bloom,5000000,0.05,read-only,0,1,2,12,0.146093,0.146602,0,6.22358
bloom,5000000,0.05,read-only,0,1,2,16,0.14613,0.148053,0,6.22358
bloom,5000000,0.05,read-only,0,1,4,8,0.146964,0.147831,0,6.22358
bloom,5000000,0.05,read-only,0,1,4,12,0.145283,0.146507,0,6.22358
bloom,5000000,0.05,read-only,0,1,4,16,0.144632,0.148298,0,6.22358
bloom,5000000,0.05,read-only,0,1,8,8,0.144109,0.149702,0,6.22358
bloom,5000000,0.05,read-only,0,1,8,12,0.142751,0.148811,0,6.22358
bloom,5000000,0.05,read-only,0,1,8,16,0.151248,0.152461,0,6.22358
bloom,5000000,0.05,read-only,0.5,1,1,8,0.143824,0.163281,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,1,12,0.144697,0.167268,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,1,16,0.148349,0.176714,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,2,8,0.143791,0.167907,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,2,12,0.154522,0.168253,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,2,16,0.142896,0.16554,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,4,8,0.140218,0.173522,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,4,12,0.151947,0.162579,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,4,16,0.142198,0.161205,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,8,8,0.155879,0.163697,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,8,12,0.143743,0.168688,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.5,1,8,16,0.159059,0.17039,0.0251818,6.22358
bloom,5000000,0.05,read-only,0.9,1,1,8,0.157855,0.171346,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,1,12,0.146431,0.16688,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,1,16,0.157061,0.179496,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,2,8,0.141597,0.167887,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,2,12,0.149385,0.173392,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,2,16,0.141588,0.166427,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,4,8,0.148052,0.165973,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,4,12,0.147508,0.165841,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,4,16,0.14778,0.166021,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,8,8,0.142585,0.16464,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,8,12,0.146343,0.175048,0.0452934,6.22358
bloom,5000000,0.05,read-only,0.9,1,8,16,0.138841,0.165325,0.0452934,6.22358
cuckoo,5000000,0.05,read-only,0,1,1,8,0.217897,0.19255,0,16
cuckoo,5000000,0.05,read-only,0,1,1,12,0.216124,0.196634,0,16
cuckoo,5000000,0.05,read-only,0,1,1,16,0.202665,0.214393,0,16
cuckoo,5000000,0.05,read-only,0,1,2,8,0.209379,0.201432,0,16
cuckoo,5000000,0.05,read-only,0,1,2,12,0.199931,0.199602,0,16
cuckoo,5000000,0.05,read-only,0,1,2,16,0.209256,0.246168,0,16
cuckoo,5000000,0.05,read-only,0,1,4,8,0.275887,0.228858,0,16
cuckoo,5000000,0.05,read-only,0,1,4,12,0.211959,0.201648,0,16
cuckoo,5000000,0.05,read-only,0,1,4,16,0.206975,0.200813,0,16
cuckoo,5000000,0.05,read-only,0,1,8,8,0.211886,0.260009,0,16
cuckoo,5000000,0.05,read-only,0,1,8,12,0.201309,0.198425,0,16
cuckoo,5000000,0.05,read-only,0,1,8,16,0.203469,0.212853,0,16
cuckoo,5000000,0.05,read-only,0.5,1,1,8,0.22994,0.18855,0.009651,16
cuckoo,5000000,0.05,read-only,0.5,1,1,12,0.208678,0.24542,0.009648,16
cuckoo,5000000,0.05,read-only,0.5,1,1,16,0.240663,0.263367,0.0096482,16
cuckoo,5000000,0.05,read-only,0.5,1,2,8,0.218416,0.211033,0.0096524,16
cuckoo,5000000,0.05,read-only,0.5,1,2,12,0.26013,0.310307,0.0096536,16
cuckoo,5000000,0.05,read-only,0.5,1,2,16,0.31466,0.271685,0.0096502,16
cuckoo,5000000,0.05,read-only,0.5,1,4,8,0.218672,0.238904,0.0096514,16
cuckoo,5000000,0.05,read-only,0.5,1,4,12,0.219785,0.261845,0.0096472,16
cuckoo,5000000,0.05,read-only,0.5,1,4,16,0.230522,0.188876,0.0096506,16
cuckoo,5000000,0.05,read-only,0.5,1,8,8,0.243321,0.201612,0.0096484,16
cuckoo,5000000,0.05,read-only,0.5,1,8,12,0.232512,0.198175,0.00965,16
cuckoo,5000000,0.05,read-only,0.5,1,8,16,0.216937,0.19399,0.0096514,16
cuckoo,5000000,0.05,read-only,0.9,1,1,8,0.19973,0.174789,0.0173694,16
cuckoo,5000000,0.05,read-only,0.9,1,1,12,0.21054,0.179221,0.0173696,16
cuckoo,5000000,0.05,read-only,0.9,1,1,16,0.207467,0.184351,0.0173642,16
cuckoo,5000000,0.05,read-only,0.9,1,2,8,0.217674,0.174123,0.0173694,16
cuckoo,5000000,0.05,read-only,0.9,1,2,12,0.199976,0.179876,0.0173686,16
cuckoo,5000000,0.05,read-only,0.9,1,2,16,0.203501,0.175511,0.0173666,16
cuckoo,5000000,0.05,read-only,0.9,1,4,8,0.23704,0.201269,0.0173694,16
cuckoo,5000000,0.05,read-only,0.9,1,4,12,0.201395,0.169377,0.0173682,16
cuckoo,5000000,0.05,read-only,0.9,1,4,16,0.231933,0.175267,0.0173684,16
cuckoo,5000000,0.05,read-only,0.9,1,8,8,0.242376,0.194519,0.0173664,16
cuckoo,5000000,0.05,read-only,0.9,1,8,12,0.230635,0.17787,0.0173664,16
cuckoo,5000000,0.05,read-only,0.9,1,8,16,0.230826,0.216672,0.0173698,16
cuckoo,5000000,0.05,read-mostly,0,1,1,8,0.203997,0.262927,0,16
cuckoo,5000000,0.05,read-mostly,0,1,1,12,0.337871,0.256293,0,16
cuckoo,5000000,0.05,read-mostly,0,1,1,16,0.205929,0.260787,0,16
cuckoo,5000000,0.05,read-mostly,0,1,2,8,0.261794,0.23346,0,16
cuckoo,5000000,0.05,read-mostly,0,1,2,12,0.198721,0.250296,0,16
cuckoo,5000000,0.05,read-mostly,0,1,2,16,0.212497,0.219816,0,16
cuckoo,5000000,0.05,read-mostly,0,1,4,8,0.211182,0.259051,0,16
cuckoo,5000000,0.05,read-mostly,0,1,4,12,0.203639,0.206068,0,16
cuckoo,5000000,0.05,read-mostly,0,1,4,16,0.243055,0.227588,0,16
cuckoo,5000000,0.05,read-mostly,0,1,8,8,0.204165,0.254225,0,16
cuckoo,5000000,0.05,read-mostly,0,1,8,12,0.209322,0.205314,0,16
cuckoo,5000000,0.05,read-mostly,0,1,8,16,0.201278,0.265352,0,16
cuckoo,5000000,0.05,read-mostly,0.5,1,1,8,0.244957,0.253747,0.00954926,16
cuckoo,5000000,0.05,read-mostly,0.5,1,1,12,0.248888,0.205018,0.00954758,16
cuckoo,5000000,0.05,read-mostly,0.5,1,1,16,0.20196,0.198834,0.009548,16
cuckoo,5000000,0.05,read-mostly,0.5,1,2,8,0.201845,0.199929,0.00954863,16
cuckoo,5000000,0.05,read-mostly,0.5,1,2,12,0.224138,0.222036,0.00954905,16
cuckoo,5000000,0.05,read-mostly,0.5,1,2,16,0.229137,0.224669,0.00954737,16
cuckoo,5000000,0.05,read-mostly,0.5,1,4,8,0.201861,0.231684,0.00954421,16
cuckoo,5000000,0.05,read-mostly,0.5,1,4,12,0.234996,0.254954,0.00954547,16
cuckoo,5000000,0.05,read-mostly,0.5,1,4,16,0.238431,0.239542,0.00954863,16
cuckoo,5000000,0.05,read-mostly,0.5,1,8,8,0.231967,0.209123,0.00954568,16
cuckoo,5000000,0.05,read-mostly,0.5,1,8,12,0.228687,0.219128,0.00954821,16
cuckoo,5000000,0.05,read-mostly,0.5,1,8,16,0.22887,0.201912,0.00955032,16
cuckoo,5000000,0.05,read-mostly,0.9,1,1,8,0.201857,0.186334,0.017252,16
cuckoo,5000000,0.05,read-mostly,0.9,1,1,12,0.236118,0.2074,0.0172503,16
cuckoo,5000000,0.05,read-mostly,0.9,1,1,16,0.200246,0.194296,0.0172528,16
cuckoo,5000000,0.05,read-mostly,0.9,1,2,8,0.201613,0.195108,0.0172503,16
cuckoo,5000000,0.05,read-mostly,0.9,1,2,12,0.203962,0.192341,0.0172476,16
cuckoo,5000000,0.05,read-mostly,0.9,1,2,16,0.206078,0.203735,0.0172545,16
cuckoo,5000000,0.05,read-mostly,0.9,1,4,8,0.208944,0.225917,0.0172495,16
cuckoo,5000000,0.05,read-mostly,0.9,1,4,12,0.239661,0.208325,0.0172514,16
cuckoo,5000000,0.05,read-mostly,0.9,1,4,16,0.229267,0.197506,0.0172541,16
cuckoo,5000000,0.05,read-mostly,0.9,1,8,8,0.219352,0.231631,0.0172514,16
cuckoo,5000000,0.05,read-mostly,0.9,1,8,12,0.235426,0.258313,0.0172505,16
cuckoo,5000000,0.05,read-mostly,0.9,1,8,16,0.234748,0.215826,0.0172535,16
cuckoo,5000000,0.05,balanced,0,1,1,8,0.235872,0.30286,0,16
cuckoo,5000000,0.05,balanced,0,1,1,12,0.202063,0.316128,0,16
cuckoo,5000000,0.05,balanced,0,1,1,16,0.20444,0.303687,0,16
cuckoo,5000000,0.05,balanced,0,1,2,8,0.225283,0.29245,0,16
cuckoo,5000000,0.05,balanced,0,1,2,12,0.204555,0.300053,0,16
cuckoo,5000000,0.05,balanced,0,1,2,16,0.202712,0.291704,0,16
cuckoo,5000000,0.05,balanced,0,1,4,8,0.206988,0.302432,0,16
cuckoo,5000000,0.05,balanced,0,1,4,12,0.203979,0.292389,0,16
cuckoo,5000000,0.05,balanced,0,1,4,16,0.20488,0.392066,0,16
cuckoo,5000000,0.05,balanced,0,1,8,8,0.287358,0.451529,0,16
cuckoo,5000000,0.05,balanced,0,1,8,12,0.294091,0.303714,0,16
cuckoo,5000000,0.05,balanced,0,1,8,16,0.212231,0.308397,0,16
cuckoo,5000000,0.05,balanced,0.5,1,1,8,0.293936,0.415658,0.0096592,16
cuckoo,5000000,0.05,balanced,0.5,1,1,12,0.232216,0.289681,0.0096768,16
cuckoo,5000000,0.05,balanced,0.5,1,1,16,0.201819,0.292154,0.0096752,16
cuckoo,5000000,0.05,balanced,0.5,1,2,8,0.213197,0.304405,0.0096756,16
cuckoo,5000000,0.05,balanced,0.5,1,2,12,0.208615,0.307142,0.0096748,16
cuckoo,5000000,0.05,balanced,0.5,1,2,16,0.218848,0.30211,0.0096704,16
cuckoo,5000000,0.05,balanced,0.5,1,4,8,0.207727,0.295141,0.009666,16
cuckoo,5000000,0.05,balanced,0.5,1,4,12,0.240595,0.324781,0.0096776,16
cuckoo,5000000,0.05,balanced,0.5,1,4,16,0.217095,0.303186,0.0096656,16
cuckoo,5000000,0.05,balanced,0.5,1,8,8,0.203242,0.32749,0.0096792,16
cuckoo,5000000,0.05,balanced,0.5,1,8,12,0.218983,0.321113,0.0096732,16
cuckoo,5000000,0.05,balanced,0.5,1,8,16,0.216086,0.306278,0.0096668,16
cuckoo,5000000,0.05,balanced,0.9,1,1,8,0.212683,0.289019,0.0174104,16
cuckoo,5000000,0.05,balanced,0.9,1,1,12,0.221695,0.294803,0.017396,16
cuckoo,5000000,0.05,balanced,0.9,1,1,16,0.224474,0.279592,0.0173936,16
cuckoo,5000000,0.05,balanced,0.9,1,2,8,0.218126,0.299761,0.0174096,16
cuckoo,5000000,0.05,balanced,0.9,1,2,12,0.221097,0.292252,0.0173912,16
