Filter,N,FPR_Target,Workload,NegShare,LoadFactor,Threads,FPBits,Insert_s,Query_s,FalsePosRate,BPE
cuckoo,5000000,0.05,balanced,0.9,1,2,16,0.224841,0.282585,0.0173776,16
cuckoo,5000000,0.05,balanced,0.9,1,4,8,0.20755,0.268852,0.0173932,16
cuckoo,5000000,0.05,balanced,0.9,1,4,12,0.210524,0.298493,0.0173988,16
cuckoo,5000000,0.05,balanced,0.9,1,4,16,0.199475,0.323936,0.0173896,16
cuckoo,5000000,0.05,balanced,0.9,1,8,8,0.205081,0.28061,0.0174104,16
cuckoo,5000000,0.05,balanced,0.9,1,8,12,0.199905,0.278157,0.017378,16
cuckoo,5000000,0.05,balanced,0.9,1,8,16,0.198512,0.315408,0.0174044,16
bloom,5000000,0.01,read-only,0,1,1,8,0.284684,0.297532,0,9.56716
bloom,5000000,0.01,read-only,0,1,1,12,0.273521,0.270543,0,9.56716
bloom,5000000,0.01,read-only,0,1,1,16,0.266758,0.263548,0,9.56716
bloom,5000000,0.01,read-only,0,1,2,8,0.274245,0.260049,0,9.56716
bloom,5000000,0.01,read-only,0,1,2,12,0.253072,0.253077,0,9.56716
bloom,5000000,0.01,read-only,0,1,2,16,0.258719,0.266923,0,9.56716
bloom,5000000,0.01,read-only,0,1,4,8,0.25798,0.265726,0,9.56716
bloom,5000000,0.01,read-only,0,1,4,12,0.24888,0.255092,0,9.56716
bloom,5000000,0.01,read-only,0,1,4,16,0.262736,0.251474,0,9.56716
bloom,5000000,0.01,read-only,0,1,8,8,0.254376,0.255249,0,9.56716
bloom,5000000,0.01,read-only,0,1,8,12,0.251245,0.325538,0,9.56716
bloom,5000000,0.01,read-only,0,1,8,16,0.262387,0.253246,0,9.56716
bloom,5000000,0.01,read-only,0.5,1,1,8,0.343839,0.233744,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,1,12,0.253274,0.234109,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,1,16,0.251984,0.233403,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,2,8,0.260126,0.254055,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,2,12,0.25153,0.237752,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,2,16,0.252995,0.233995,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,4,8,0.254409,0.239004,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,4,12,0.247969,0.231702,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,4,16,0.269225,0.232799,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,8,8,0.249879,0.230282,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,8,12,0.249468,0.23043,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.5,1,8,16,0.248585,0.243429,0.0050874,9.56716
bloom,5000000,0.01,read-only,0.9,1,1,8,0.28778,0.233,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,1,12,0.291788,0.209759,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,1,16,0.303583,0.223032,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,2,8,0.263148,0.245546,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,2,12,0.273851,0.247135,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,2,16,0.261995,0.204587,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,4,8,0.248487,0.213387,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,4,12,0.255533,0.215161,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,4,16,0.248389,0.244838,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,8,8,0.260071,0.207,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,8,12,0.272655,0.316075,0.009143,9.56716
bloom,5000000,0.01,read-only,0.9,1,8,16,0.457209,0.211014,0.009143,9.56716
xor,5000000,0.01,read-only,0,1,1,8,0.0075299,0.117382,0,9.84
xor,5000000,0.01,read-only,0,1,1,12,0.0068382,0.113604,0,9.84
xor,5000000,0.01,read-only,0,1,1,16,0.0071455,0.117655,0,9.84
xor,5000000,0.01,read-only,0,1,2,8,0.0069855,0.140333,0,9.84
xor,5000000,0.01,read-only,0,1,2,12,0.007032,0.151433,0,9.84
xor,5000000,0.01,read-only,0,1,2,16,0.00675811,0.121755,0,9.84
xor,5000000,0.01,read-only,0,1,4,8,0.00695431,0.24822,0,9.84
xor,5000000,0.01,read-only,0,1,4,12,0.00680481,0.116788,0,9.84
xor,5000000,0.01,read-only,0,1,4,16,0.00664691,0.120908,0,9.84
xor,5000000,0.01,read-only,0,1,8,8,0.00696811,0.251445,0,9.84
xor,5000000,0.01,read-only,0,1,8,12,0.00719321,0.12359,0,9.84
xor,5000000,0.01,read-only,0,1,8,16,0.00690711,0.124915,0,9.84
xor,5000000,0.01,read-only,0.5,1,1,8,0.00742181,0.126105,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,1,12,0.00656001,0.129732,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,1,16,0.00758981,0.125779,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,2,8,0.00653321,0.121711,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,2,12,0.00670311,0.122661,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,2,16,0.0073581,0.125872,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,4,8,0.0081553,0.153368,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,4,12,0.0072632,0.154886,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,4,16,0.0067423,0.131392,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,8,8,0.006845,0.122585,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,8,12,0.0069753,0.124004,0.0019608,9.84
xor,5000000,0.01,read-only,0.5,1,8,16,0.0073467,0.124325,0.0019608,9.84
xor,5000000,0.01,read-only,0.9,1,1,8,0.007208,0.117688,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,1,12,0.0067145,0.12172,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,1,16,0.0082332,0.1274,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,2,8,0.006897,0.121421,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,2,12,0.0065582,0.122735,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,2,16,0.0080391,0.137514,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,4,8,0.0081227,0.137694,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,4,12,0.0069964,0.120225,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,4,16,0.0073023,0.117749,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,8,8,0.0068255,0.122995,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,8,12,0.0067633,0.120572,0.0035132,9.84
xor,5000000,0.01,read-only,0.9,1,8,16,0.0068097,0.119574,0.0035132,9.84
cuckoo,5000000,0.01,read-only,0,1,1,8,0.211792,0.209378,0,16
cuckoo,5000000,0.01,read-only,0,1,1,12,0.263755,0.265339,0,16
cuckoo,5000000,0.01,read-only,0,1,1,16,0.207416,0.202011,0,16
cuckoo,5000000,0.01,read-only,0,1,2,8,0.208873,0.206876,0,16
cuckoo,5000000,0.01,read-only,0,1,2,12,0.205793,0.218079,0,16
cuckoo,5000000,0.01,read-only,0,1,2,16,0.203258,0.203336,0,16
cuckoo,5000000,0.01,read-only,0,1,4,8,0.228015,0.231019,0,16
cuckoo,5000000,0.01,read-only,0,1,4,12,0.243021,0.203781,0,16
cuckoo,5000000,0.01,read-only,0,1,4,16,0.267195,0.204822,0,16
cuckoo,5000000,0.01,read-only,0,1,8,8,0.215165,0.204491,0,16
cuckoo,5000000,0.01,read-only,0,1,8,12,0.21173,0.21054,0,16
cuckoo,5000000,0.01,read-only,0,1,8,16,0.205916,0.216248,0,16
cuckoo,5000000,0.01,read-only,0.5,1,1,8,0.205896,0.196126,0.0096462,16
cuckoo,5000000,0.01,read-only,0.5,1,1,12,0.211392,0.192,0.0096496,16
cuckoo,5000000,0.01,read-only,0.5,1,1,16,0.211518,0.193461,0.0096496,16
cuckoo,5000000,0.01,read-only,0.5,1,2,8,0.216976,0.198095,0.0096494,16
cuckoo,5000000,0.01,read-only,0.5,1,2,12,0.208784,0.19887,0.0096496,16
cuckoo,5000000,0.01,read-only,0.5,1,2,16,0.204272,0.198165,0.0096482,16
cuckoo,5000000,0.01,read-only,0.5,1,4,8,0.214248,0.194185,0.0096498,16
cuckoo,5000000,0.01,read-only,0.5,1,4,12,0.260508,0.251368,0.0096474,16
cuckoo,5000000,0.01,read-only,0.5,1,4,16,0.248444,0.196993,0.0096504,16
cuckoo,5000000,0.01,read-only,0.5,1,8,8,0.218958,0.250004,0.0096474,16
cuckoo,5000000,0.01,read-only,0.5,1,8,12,0.212323,0.194571,0.0096468,16
cuckoo,5000000,0.01,read-only,0.5,1,8,16,0.233504,0.199554,0.009649,16
cuckoo,5000000,0.01,read-only,0.9,1,1,8,0.207871,0.177293,0.0173688,16
cuckoo,5000000,0.01,read-only,0.9,1,1,12,0.20903,0.179594,0.0173718,16
cuckoo,5000000,0.01,read-only,0.9,1,1,16,0.207235,0.17983,0.017368,16
cuckoo,5000000,0.01,read-only,0.9,1,2,8,0.209993,0.189996,0.017369,16
cuckoo,5000000,0.01,read-only,0.9,1,2,12,0.246494,0.18346,0.0173654,16
cuckoo,5000000,0.01,read-only,0.9,1,2,16,0.233483,0.205535,0.0173706,16
cuckoo,5000000,0.01,read-only,0.9,1,4,8,0.22831,0.202164,0.0173684,16
cuckoo,5000000,0.01,read-only,0.9,1,4,12,0.238397,0.192099,0.0173698,16
cuckoo,5000000,0.01,read-only,0.9,1,4,16,0.234524,0.17549,0.0173712,16
cuckoo,5000000,0.01,read-only,0.9,1,8,8,0.243025,0.19095,0.0173726,16
cuckoo,5000000,0.01,read-only,0.9,1,8,12,0.222574,0.191405,0.017373,16
cuckoo,5000000,0.01,read-only,0.9,1,8,16,0.205307,0.18707,0.0173724,16
cuckoo,5000000,0.01,read-mostly,0,1,1,8,0.20407,0.248246,0,16
cuckoo,5000000,0.01,read-mostly,0,1,1,12,0.224647,0.229467,0,16
cuckoo,5000000,0.01,read-mostly,0,1,1,16,0.202324,0.22384,0,16
cuckoo,5000000,0.01,read-mostly,0,1,2,8,0.218984,0.216059,0,16
cuckoo,5000000,0.01,read-mostly,0,1,2,12,0.211366,0.212929,0,16
cuckoo,5000000,0.01,read-mostly,0,1,2,16,0.209729,0.221311,0,16
cuckoo,5000000,0.01,read-mostly,0,1,4,8,0.206853,0.241316,0,16
cuckoo,5000000,0.01,read-mostly,0,1,4,12,0.287247,0.223514,0,16
cuckoo,5000000,0.01,read-mostly,0,1,4,16,0.210342,0.243535,0,16
cuckoo,5000000,0.01,read-mostly,0,1,8,8,0.208415,0.231458,0,16
cuckoo,5000000,0.01,read-mostly,0,1,8,12,0.213817,0.220552,0,16
cuckoo,5000000,0.01,read-mostly,0,1,8,16,0.221205,0.226132,0,16
cuckoo,5000000,0.01,read-mostly,0.5,1,1,8,0.215251,0.211143,0.00954526,16
cuckoo,5000000,0.01,read-mostly,0.5,1,1,12,0.214031,0.211733,0.00954653,16
cuckoo,5000000,0.01,read-mostly,0.5,1,1,16,0.222427,0.209731,0.009548,16
cuckoo,5000000,0.01,read-mostly,0.5,1,2,8,0.213453,0.215193,0.00954674,16
cuckoo,5000000,0.01,read-mostly,0.5,1,2,12,0.211175,0.209577,0.00954526,16
cuckoo,5000000,0.01,read-mostly,0.5,1,2,16,0.206265,0.217428,0.00954589,16
cuckoo,5000000,0.01,read-mostly,0.5,1,4,8,0.226661,0.204081,0.00954568,16
cuckoo,5000000,0.01,read-mostly,0.5,1,4,12,0.210915,0.208484,0.00954695,16
cuckoo,5000000,0.01,read-mostly,0.5,1,4,16,0.212496,0.212931,0.00954484,16
cuckoo,5000000,0.01,read-mostly,0.5,1,8,8,0.216256,0.211562,0.00954232,16
cuckoo,5000000,0.01,read-mostly,0.5,1,8,12,0.224027,0.215336,0.00954737,16
cuckoo,5000000,0.01,read-mostly,0.5,1,8,16,0.214989,0.216891,0.00954842,16
cuckoo,5000000,0.01,read-mostly,0.9,1,1,8,0.213699,0.198044,0.0172516,16
cuckoo,5000000,0.01,read-mostly,0.9,1,1,12,0.214091,0.199325,0.017248,16
cuckoo,5000000,0.01,read-mostly,0.9,1,1,16,0.217971,0.193934,0.0172535,16
cuckoo,5000000,0.01,read-mostly,0.9,1,2,8,0.218962,0.199341,0.0172547,16
cuckoo,5000000,0.01,read-mostly,0.9,1,2,12,0.209311,0.191663,0.0172543,16
cuckoo,5000000,0.01,read-mostly,0.9,1,2,16,0.205322,0.189484,0.0172573,16
cuckoo,5000000,0.01,read-mostly,0.9,1,4,8,0.219237,0.189916,0.0172535,16
cuckoo,5000000,0.01,read-mostly,0.9,1,4,12,0.212428,0.191775,0.0172505,16
cuckoo,5000000,0.01,read-mostly,0.9,1,4,16,0.209345,0.19757,0.0172552,16
cuckoo,5000000,0.01,read-mostly,0.9,1,8,8,0.214018,0.195032,0.0172539,16
cuckoo,5000000,0.01,read-mostly,0.9,1,8,12,0.212926,0.190585,0.0172558,16
cuckoo,5000000,0.01,read-mostly,0.9,1,8,16,0.218092,0.199548,0.0172512,16
cuckoo,5000000,0.01,balanced,0,1,1,8,0.218739,0.313968,0,16
cuckoo,5000000,0.01,balanced,0,1,1,12,0.216526,0.314829,0,16
cuckoo,5000000,0.01,balanced,0,1,1,16,0.212139,0.309371,0,16
cuckoo,5000000,0.01,balanced,0,1,2,8,0.213913,0.302191,0,16
cuckoo,5000000,0.01,balanced,0,1,2,12,0.209287,0.318529,0,16
cuckoo,5000000,0.01,balanced,0,1,2,16,0.229314,0.301534,0,16
cuckoo,5000000,0.01,balanced,0,1,4,8,0.208614,0.317765,0,16
cuckoo,5000000,0.01,balanced,0,1,4,12,0.216632,0.308528,0,16
cuckoo,5000000,0.01,balanced,0,1,4,16,0.216559,0.321086,0,16
cuckoo,5000000,0.01,balanced,0,1,8,8,0.245802,0.346806,0,16
cuckoo,5000000,0.01,balanced,0,1,8,12,0.23238,0.340264,0,16
cuckoo,5000000,0.01,balanced,0,1,8,16,0.218607,0.335637,0,16
cuckoo,5000000,0.01,balanced,0.5,1,1,8,0.201497,0.286936,0.0096664,16
cuckoo,5000000,0.01,balanced,0.5,1,1,12,0.205876,0.285331,0.0096556,16
cuckoo,5000000,0.01,balanced,0.5,1,1,16,0.200238,0.28922,0.00967,16
cuckoo,5000000,0.01,balanced,0.5,1,2,8,0.202042,0.287824,0.0096616,16
cuckoo,5000000,0.01,balanced,0.5,1,2,12,0.210607,0.293577,0.009658,16
cuckoo,5000000,0.01,balanced,0.5,1,2,16,0.20815,0.324472,0.009668,16
cuckoo,5000000,0.01,balanced,0.5,1,4,8,0.235153,0.340579,0.0096652,16
cuckoo,5000000,0.01,balanced,0.5,1,4,12,0.232253,0.327858,0.0096784,16
cuckoo,5000000,0.01,balanced,0.5,1,4,16,0.210228,0.312753,0.0096612,16
cuckoo,5000000,0.01,balanced,0.5,1,8,8,0.213989,0.302669,0.0096696,16
cuckoo,5000000,0.01,balanced,0.5,1,8,12,0.211609,0.298692,0.0096652,16
cuckoo,5000000,0.01,balanced,0.5,1,8,16,0.207572,0.318498,0.0096724,16
cuckoo,5000000,0.01,balanced,0.9,1,1,8,0.223749,0.283814,0.017388,16
cuckoo,5000000,0.01,balanced,0.9,1,1,12,0.218334,0.340848,0.0173944,16
cuckoo,5000000,0.01,balanced,0.9,1,1,16,0.217276,0.293599,0.0174128,16
cuckoo,5000000,0.01,balanced,0.9,1,2,8,0.226284,0.289426,0.0173904,16
cuckoo,5000000,0.01,balanced,0.9,1,2,12,0.22776,0.293774,0.017402,16
cuckoo,5000000,0.01,balanced,0.9,1,2,16,0.219746,0.364133,0.0173884,16
cuckoo,5000000,0.01,balanced,0.9,1,4,8,0.265196,0.328624,0.0173876,16
cuckoo,5000000,0.01,balanced,0.9,1,4,12,0.205567,0.280973,0.017384,16
cuckoo,5000000,0.01,balanced,0.9,1,4,16,0.213147,0.284362,0.0174004,16
cuckoo,5000000,0.01,balanced,0.9,1,8,8,0.207901,0.283935,0.0173812,16
cuckoo,5000000,0.01,balanced,0.9,1,8,12,0.21103,0.292221,0.0173884,16
cuckoo,5000000,0.01,balanced,0.9,1,8,16,0.211928,0.290977,0.0173912,16
bloom,5000000,0.001,read-only,0,1,1,8,0.501621,0.479153,0,14.3507
bloom,5000000,0.001,read-only,0,1,1,12,0.491488,0.474539,0,14.3507
bloom,5000000,0.001,read-only,0,1,1,16,0.500689,0.475867,0,14.3507
bloom,5000000,0.001,read-only,0,1,2,8,0.494565,0.535782,0,14.3507
bloom,5000000,0.001,read-only,0,1,2,12,0.497425,0.493759,0,14.3507
bloom,5000000,0.001,read-only,0,1,2,16,0.504434,0.482064,0,14.3507
bloom,5000000,0.001,read-only,0,1,4,8,0.500193,0.473924,0,14.3507
bloom,5000000,0.001,read-only,0,1,4,12,0.509294,0.492117,0,14.3507
bloom,5000000,0.001,read-only,0,1,4,16,0.513703,0.480941,0,14.3507
bloom,5000000,0.001,read-only,0,1,8,8,0.517309,0.494075,0,14.3507
bloom,5000000,0.001,read-only,0,1,8,12,0.512484,0.492555,0,14.3507
bloom,5000000,0.001,read-only,0,1,8,16,0.494594,0.481547,0,14.3507
bloom,5000000,0.001,read-only,0.5,1,1,8,0.51449,0.374443,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,1,12,0.522721,0.371135,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,1,16,0.566007,0.393044,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,2,8,0.509084,0.400433,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,2,12,0.522212,0.382431,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,2,16,0.524806,0.38058,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,4,8,0.515955,0.376931,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,4,12,0.519216,0.377577,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,4,16,0.519404,0.378426,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,8,8,0.514013,0.375811,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,8,12,0.503216,0.358076,0.000518,14.3507
bloom,5000000,0.001,read-only,0.5,1,8,16,0.500429,0.367067,0.000518,14.3507
bloom,5000000,0.001,read-only,0.9,1,1,8,0.508705,0.265788,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,1,12,0.577324,0.26364,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,1,16,0.534272,0.269704,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,2,8,0.521454,0.266948,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,2,12,0.552743,0.259948,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,2,16,0.506937,0.263105,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,4,8,0.509272,0.261372,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,4,12,0.506652,0.25518,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,4,16,0.496833,0.261134,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,8,8,0.507133,0.263172,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,8,12,0.505737,0.25875,0.0009298,14.3507
bloom,5000000,0.001,read-only,0.9,1,8,16,0.48682,0.258975,0.0009298,14.3507
cuckoo,5000000,0.001,read-only,0,1,1,8,0.206224,0.206773,0,16
cuckoo,5000000,0.001,read-only,0,1,1,12,0.212819,0.203063,0,16
cuckoo,5000000,0.001,read-only,0,1,1,16,0.21077,0.204948,0,16
cuckoo,5000000,0.001,read-only,0,1,2,8,0.207569,0.205601,0,16
cuckoo,5000000,0.001,read-only,0,1,2,12,0.214279,0.244519,0,16
cuckoo,5000000,0.001,read-only,0,1,2,16,0.211036,0.212025,0,16
cuckoo,5000000,0.001,read-only,0,1,4,8,0.220326,0.210898,0,16
cuckoo,5000000,0.001,read-only,0,1,4,12,0.211426,0.207696,0,16
cuckoo,5000000,0.001,read-only,0,1,4,16,0.226724,0.20914,0,16
cuckoo,5000000,0.001,read-only,0,1,8,8,0.217619,0.211732,0,16
cuckoo,5000000,0.001,read-only,0,1,8,12,0.222031,0.211757,0,16
cuckoo,5000000,0.001,read-only,0,1,8,16,0.216216,0.211554,0,16
cuckoo,5000000,0.001,read-only,0.5,1,1,8,0.208472,0.195989,0.00965,16
cuckoo,5000000,0.001,read-only,0.5,1,1,12,0.209955,0.194949,0.0096482,16
cuckoo,5000000,0.001,read-only,0.5,1,1,16,0.211566,0.191177,0.0096464,16
cuckoo,5000000,0.001,read-only,0.5,1,2,8,0.206029,0.197498,0.009649,16
cuckoo,5000000,0.001,read-only,0.5,1,2,12,0.215935,0.198239,0.0096512,16
cuckoo,5000000,0.001,read-only,0.5,1,2,16,0.207016,0.196153,0.0096492,16
cuckoo,5000000,0.001,read-only,0.5,1,4,8,0.218715,0.192528,0.0096478,16
cuckoo,5000000,0.001,read-only,0.5,1,4,12,0.209504,0.196196,0.009649,16
cuckoo,5000000,0.001,read-only,0.5,1,4,16,0.204948,0.198727,0.009649,16
cuckoo,5000000,0.001,read-only,0.5,1,8,8,0.208187,0.194669,0.009648,16
cuckoo,5000000,0.001,read-only,0.5,1,8,12,0.202667,0.194203,0.0096502,16
cuckoo,5000000,0.001,read-only,0.5,1,8,16,0.211152,0.198674,0.0096484,16
cuckoo,5000000,0.001,read-only,0.9,1,1,8,0.204302,0.175274,0.0173708,16
cuckoo,5000000,0.001,read-only,0.9,1,1,12,0.210571,0.184376,0.0173672,16
cuckoo,5000000,0.001,read-only,0.9,1,1,16,0.209754,0.180928,0.0173684,16
cuckoo,5000000,0.001,read-only,0.9,1,2,8,0.209957,0.189426,0.017373,16
cuckoo,5000000,0.001,read-only,0.9,1,2,12,0.230387,0.220722,0.0173706,16
cuckoo,5000000,0.001,read-only,0.9,1,2,16,0.273302,0.21087,0.0173706,16
cuckoo,5000000,0.001,read-only,0.9,1,4,8,0.250864,0.217067,0.0173706,16
cuckoo,5000000,0.001,read-only,0.9,1,4,12,0.241453,0.186801,0.0173662,16
cuckoo,5000000,0.001,read-only,0.9,1,4,16,0.211834,0.186674,0.017371,16
cuckoo,5000000,0.001,read-only,0.9,1,8,8,0.218381,0.179645,0.0173698,16
cuckoo,5000000,0.001,read-only,0.9,1,8,12,0.219438,0.178142,0.0173628,16
cuckoo,5000000,0.001,read-only,0.9,1,8,16,0.211801,0.200255,0.0173706,16
cuckoo,5000000,0.001,read-mostly,0,1,1,8,0.210385,0.219127,0,16
cuckoo,5000000,0.001,read-mostly,0,1,1,12,0.207077,0.22075,0,16
cuckoo,5000000,0.001,read-mostly,0,1,1,16,0.213951,0.217595,0,16
cuckoo,5000000,0.001,read-mostly,0,1,2,8,0.21867,0.229756,0,16
cuckoo,5000000,0.001,read-mostly,0,1,2,12,0.244184,0.302777,0,16
cuckoo,5000000,0.001,read-mostly,0,1,2,16,0.304352,0.297459,0,16
cuckoo,5000000,0.001,read-mostly,0,1,4,8,0.283485,0.254749,0,16
cuckoo,5000000,0.001,read-mostly,0,1,4,12,0.279834,0.256969,0,16
cuckoo,5000000,0.001,read-mostly,0,1,4,16,0.248704,0.293505,0,16
cuckoo,5000000,0.001,read-mostly,0,1,8,8,0.302865,0.27773,0,16
cuckoo,5000000,0.001,read-mostly,0,1,8,12,0.258415,0.301994,0,16
cuckoo,5000000,0.001,read-mostly,0,1,8,16,0.227138,0.243435,0,16
cuckoo,5000000,0.001,read-mostly,0.5,1,1,8,0.232553,0.273351,0.00954779,16
cuckoo,5000000,0.001,read-mostly,0.5,1,1,12,0.264871,0.283397,0.00954821,16
cuckoo,5000000,0.001,read-mostly,0.5,1,1,16,0.252345,0.272426,0.00954905,16
cuckoo,5000000,0.001,read-mostly,0.5,1,2,8,0.243222,0.277596,0.00954526,16
cuckoo,5000000,0.001,read-mostly,0.5,1,2,12,0.250801,0.265086,0.00954737,16
cuckoo,5000000,0.001,read-mostly,0.5,1,2,16,0.29203,0.268436,0.00954926,16
cuckoo,5000000,0.001,read-mostly,0.5,1,4,8,0.281862,0.252047,0.00954842,16
cuckoo,5000000,0.001,read-mostly,0.5,1,4,12,0.212275,0.212595,0.009544,16
cuckoo,5000000,0.001,read-mostly,0.5,1,4,16,0.215334,0.209414,0.00954716,16
cuckoo,5000000,0.001,read-mostly,0.5,1,8,8,0.222861,0.216148,0.00954421,16
cuckoo,5000000,0.001,read-mostly,0.5,1,8,12,0.210774,0.214503,0.00954758,16
cuckoo,5000000,0.001,read-mostly,0.5,1,8,16,0.219832,0.215965,0.00954758,16
cuckoo,5000000,0.001,read-mostly,0.9,1,1,8,0.217933,0.198519,0.0172488,16
cuckoo,5000000,0.001,read-mostly,0.9,1,1,12,0.216477,0.20089,0.0172554,16
cuckoo,5000000,0.001,read-mostly,0.9,1,1,16,0.225025,0.195027,0.0172554,16
cuckoo,5000000,0.001,read-mostly,0.9,1,2,8,0.228449,0.234232,0.0172514,16
cuckoo,5000000,0.001,read-mostly,0.9,1,2,12,0.245466,0.254957,0.0172526,16
cuckoo,5000000,0.001,read-mostly,0.9,1,2,16,0.260614,0.255377,0.0172537,16
cuckoo,5000000,0.001,read-mostly,0.9,1,4,8,0.265165,0.253253,0.0172507,16
cuckoo,5000000,0.001,read-mostly,0.9,1,4,12,0.263145,0.191281,0.0172526,16
cuckoo,5000000,0.001,read-mostly,0.9,1,4,16,0.20658,0.192949,0.0172505,16
cuckoo,5000000,0.001,read-mostly,0.9,1,8,8,0.203842,0.190428,0.0172545,16
cuckoo,5000000,0.001,read-mostly,0.9,1,8,12,0.207655,0.19398,0.0172539,16
cuckoo,5000000,0.001,read-mostly,0.9,1,8,16,0.22622,0.209045,0.0172539,16
cuckoo,5000000,0.001,balanced,0,1,1,8,0.204329,0.310535,0,16
cuckoo,5000000,0.001,balanced,0,1,1,12,0.215316,0.302941,0,16
cuckoo,5000000,0.001,balanced,0,1,1,16,0.206613,0.305543,0,16
cuckoo,5000000,0.001,balanced,0,1,2,8,0.208881,0.302296,0,16
cuckoo,5000000,0.001,balanced,0,1,2,12,0.204904,0.307798,0,16
cuckoo,5000000,0.001,balanced,0,1,2,16,0.211436,0.301941,0,16
cuckoo,5000000,0.001,balanced,0,1,4,8,0.2064,0.305051,0,16
cuckoo,5000000,0.001,balanced,0,1,4,12,0.210837,0.301442,0,16
cuckoo,5000000,0.001,balanced,0,1,4,16,0.258191,0.586547,0,16
cuckoo,5000000,0.001,balanced,0,1,8,8,0.256095,0.304213,0,16
cuckoo,5000000,0.001,balanced,0,1,8,12,0.213334,0.316301,0,16
cuckoo,5000000,0.001,balanced,0,1,8,16,0.204342,0.308368,0,16
cuckoo,5000000,0.001,balanced,0.5,1,1,8,0.212689,0.307682,0.0096696,16
cuckoo,5000000,0.001,balanced,0.5,1,1,12,0.210505,0.312049,0.0096612,16
cuckoo,5000000,0.001,balanced,0.5,1,1,16,0.212332,0.308986,0.0096636,16
cuckoo,5000000,0.001,balanced,0.5,1,2,8,0.211927,0.311131,0.0096704,16
cuckoo,5000000,0.001,balanced,0.5,1,2,12,0.218134,0.305812,0.0096544,16
cuckoo,5000000,0.001,balanced,0.5,1,2,16,0.219112,0.31137,0.009672,16
